subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset
2x3-03,2,22,3_2,3,1,0.795,1,2608,2140,fe,norm_f.wav,202055,202850,206220
2x3-03,2,23,2_3,3,2,0.816,1,2760,1211,ef,norm_f.wav,211008,211824,214243
2x3-03,2,24,2_1,1,1,1.316,0,3332,1869,ed,norm_e.wav,219598,220914,223502
2x3-04,1,1,1_3,1,0,0,2,3043,1588,ac,norm_d.wav,19202,0,22824
2x3-04,1,2,2_3,3,2,1.012,1,2990,1211,bc,norm_a.wav,27844,28856,31115
2x3-04,1,3,2_1,1,2,1.447,1,2097,1869,ba,norm_d.wav,35252,36699,39157
2x3-04,1,4,2_1,1,2,1.002,1,3082,1850,ba,norm_d.wav,44271,45273,48173
2x3-04,1,5,1_3,3,2,1.286,1,3221,2253,ac,norm_a.wav,53428,54714,57711
2x3-04,1,6,3_1,3,1,1.233,1,3440,1510,ca,norm_a.wav,63182,64415,66719
2x3-04,1,7,2_3,2,1,1.991,1,2760,1857,bc,norm_s.wav,71504,73495,75384
2x3-04,1,8,2_3,2,1,1.431,1,2873,998,bc,norm_s.wav,80289,81720,83315
2x3-04,1,9,1_2,2,2,1.299,1,2608,1584,ab,norm_s.wav,87959,89258,91568
2x3-04,1,10,1_3,1,1,1.647,1,3164,2563,ac,norm_d.wav,96766,98413,101382
2x3-04,1,11,3_2,2,2,1.155,1,3332,1346,cb,norm_s.wav,106752,107907,110150
2x3-04,1,12,1_2,1,0,0,2,3569,2350,ab,norm_d.wav,115757,0,120139
2x3-04,1,13,3_1,3,1,1.215,1,2720,1421,ca,norm_a.wav,124893,126108,128344
2x3-04,1,14,2_1,2,1,1.358,1,2685,1733,ba,norm_s.wav,133059,134417,136824
2x3-04,1,15,3_2,2,1,1.256,0,2286,2016,cb,norm_s.wav,141145,142401,145225
2x3-04,1,16,3_2,3,1,1.299,1,2301,1333,cb,norm_a.wav,149561,150860,152927
2x3-04,1,17,2_3,3,2,1.761,1,3162,2549,bc,norm_a.wav,158123,159884,162711
2x3-04,1,18,1_2,2,2,1.447,1,3788,1823,ab,norm_s.wav,168534,169981,172386
2x3-04,1,19,1_3,3,0,0,2,2398,1861,ac,norm_a.wav,176813,0,180709
2x3-04,1,20,3_2,3,1,1.644,1,2863,2482,cb,norm_a.wav,185612,187256,190148
2x3-04,1,21,3_1,1,2,1.108,1,3374,1124,ca,norm_d.wav,195558,196666,198708
2x3-04,1,22,3_1,1,2,1.465,1,2872,2140,ca,norm_d.wav,203607,205072,207775
2x3-04,1,23,2_1,2,1,1.362,1,4089,2175,ba,norm_s.wav,213892,215254,218112
2x3-04,1,24,1_2,1,1,1.215,1,1752,2011,ab,norm_d.wav,221890,223105,225932
2x3-05,1,1,1_3,1,0,0,2,3221,998,ac,norm_d.wav,28653,0,31685
2x3-05,1,2,2_3,3,1,1.469,0,2872,1346,bc,norm_s.wav,36594,38063,39985
2x3-05,1,3,2_1,1,2,1.036,1,3569,2140,ba,norm_d.wav,45592,46628,49780
2x3-05,1,4,2_1,1,2,1.077,1,3043,1333,ba,norm_d.wav,54851,55928,58208
2x3-05,1,5,1_3,3,1,1.54,0,2608,1861,ac,norm_s.wav,62850,64390,66737
2x3-05,1,6,3_1,3,2,1.037,0,3082,1584,ca,norm_s.wav,71859,72896,75478
2x3-05,1,7,2_3,2,1,1.371,1,3332,2350,bc,norm_a.wav,80843,82214,85229
2x3-05,1,8,2_3,2,1,1.032,1,1752,1510,bc,norm_a.wav,89015,90047,92557
2x3-05,1,9,1_2,2,2,0.861,1,3374,1823,ab,norm_a.wav,97955,98816,101803
2x3-05,1,10,1_3,1,1,1.101,1,2863,1124,ac,norm_d.wav,106695,107796,109873
2x3-05,1,11,3_2,2,2,1.068,1,3162,2016,cb,norm_a.wav,115062,116130,119100
2x3-05,1,12,1_2,1,2,1.271,0,4089,1211,ab,norm_d.wav,125224,126495,128463
2x3-05,1,13,3_1,3,2,1.164,0,3788,2011,ca,norm_s.wav,134291,135455,138331
2x3-05,1,14,2_1,2,1,1.775,1,2685,2482,ba,norm_a.wav,143039,144814,147570
2x3-05,1,15,3_2,2,2,0.74,1,2301,2563,cb,norm_a.wav,151907,152647,156502
2x3-05,1,16,3_2,3,2,0.85,0,2720,1421,cb,norm_s.wav,161261,162111,164712
2x3-05,1,17,2_3,3,1,0.748,0,2990,2175,bc,norm_s.wav,169732,170480,173934
2x3-05,1,18,1_2,2,1,1.08,0,2286,1857,ab,norm_a.wav,178246,179326,182150
2x3-05,1,19,1_3,3,2,1.009,1,3164,2549,ac,norm_s.wav,187342,188351,191927
2x3-05,1,20,3_2,3,1,1.117,1,2398,1588,cb,norm_s.wav,196361,197478,199984
2x3-05,1,21,3_1,1,2,1.187,1,2097,1869,ca,norm_d.wav,204111,205298,208016
2x3-05,1,22,3_1,1,2,0.894,1,3440,2253,ca,norm_d.wav,213488,214382,217768
2x3-05,1,23,2_1,2,2,1.188,0,2873,1850,ba,norm_a.wav,222673,223861,226550
2x3-05,1,24,1_2,1,2,1.559,0,2760,1733,ab,norm_d.wav,231345,232904,235101
2x3-06,1,1,1_3,1,0,0,2,3569,2140,ac,norm_s.wav,15658,0,19843
2x3-06,1,2,2_3,3,1,0.435,0,3374,1588,bc,norm_a.wav,25311,25746,28926
2x3-06,1,3,2_1,1,1,0.538,0,3221,1733,ba,norm_s.wav,34177,34715,37956
2x3-06,1,4,2_1,1,0,0,2,3162,2253,ba,norm_s.wav,43153,0,47428
2x3-06,1,5,1_3,3,1,0.939,0,3440,1333,ac,norm_a.wav,52901,53840,56262
2x3-06,1,6,3_1,3,2,0.836,0,3332,2016,ca,norm_a.wav,61629,62465,65697
2x3-06,1,7,2_3,2,2,1.482,0,2398,1850,bc,norm_d.wav,70213,71695,74099
2x3-06,1,8,2_3,2,2,0.644,0,2990,2175,bc,norm_d.wav,79124,79768,83326
2x3-06,1,9,1_2,2,1,1.112,0,2608,998,ab,norm_d.wav,87960,89072,90984
2x3-06,1,10,1_3,1,2,1.416,0,2097,1346,ac,norm_s.wav,95117,96533,98500
2x3-06,1,11,3_2,2,2,0.66,1,2873,1869,cb,norm_d.wav,103395,104055,107292
2x3-06,1,12,1_2,1,2,0.717,0,2720,2011,ab,norm_s.wav,112044,112761,116102
2x3-06,1,13,3_1,3,2,0.532,0,3788,1211,ca,norm_a.wav,121914,122446,125171
2x3-06,1,14,2_1,2,2,1.374,0,3043,1124,ba,norm_d.wav,130237,131611,133386
2x3-06,1,15,3_2,2,2,1.423,1,1752,1823,cb,norm_d.wav,137165,138588,141020
2x3-06,1,16,3_2,3,1,1.426,1,2685,2482,cb,norm_a.wav,145733,147159,150247
2x3-06,1,17,2_3,3,1,0.866,0,2286,1861,bc,norm_a.wav,154569,155435,158461
2x3-06,1,18,1_2,2,2,1.173,1,2872,1510,ab,norm_d.wav,163357,164530,166895
2x3-06,1,19,1_3,3,2,0.619,1,4089,2563,ac,norm_a.wav,173009,173628,177600
2x3-06,1,20,3_2,3,1,1.12,1,2301,1421,cb,norm_a.wav,181923,183043,185377
2x3-06,1,21,3_1,1,2,0.518,1,2863,2549,ca,norm_s.wav,190270,190788,194840
2x3-06,1,22,3_1,1,2,0.706,1,2760,1584,ca,norm_s.wav,199636,200342,203260
2x3-06,1,23,2_1,2,1,1.022,1,3082,2350,ba,norm_d.wav,208376,209398,212761
2x3-06,1,24,1_2,1,1,1.137,1,3164,1857,ab,norm_s.wav,217960,219097,221854
2x3-06,2,1,1_3,3,2,1.243,1,2990,2011,df,norm_f.wav,14912,16155,18947
2x3-06,2,2,3_1,3,1,0.873,1,2720,2563,fd,norm_f.wav,23690,24563,28301
2x3-06,2,3,2_3,3,1,0.788,0,3082,2140,ef,norm_f.wav,33404,34192,37580
2x3-06,2,4,3_2,2,2,1.423,1,3043,1861,fe,norm_e.wav,42734,44157,46619
2x3-06,2,5,2_1,2,1,1.003,1,3164,2350,ed,norm_e.wav,51807,52810,56194
2x3-06,2,6,3_2,2,2,1.361,1,2301,1823,fe,norm_e.wav,60529,61890,64385
2x3-06,2,7,2_3,2,1,0.879,1,4089,1850,ef,norm_e.wav,70502,71381,74381
2x3-06,2,8,1_3,1,1,1.105,1,1752,1733,df,norm_k.wav,78234,79339,81999
2x3-06,2,9,3_2,3,1,0.828,1,2872,1869,fe,norm_f.wav,86905,87733,90803
2x3-06,2,10,2_3,2,1,0.905,1,2398,1510,ef,norm_e.wav,95233,96138,98779
2x3-06,2,11,1_2,1,1,1.049,1,3162,2253,de,norm_k.wav,103966,105015,108241
2x3-06,2,12,2_1,2,1,0.745,1,2685,2016,ed,norm_e.wav,112957,113702,117006
2x3-06,2,13,1_3,3,2,1.075,1,2608,1124,df,norm_f.wav,121649,122724,124799
2x3-06,2,14,3_1,1,2,1.105,1,2097,1857,fd,norm_k.wav,128923,130028,132833
2x3-06,2,15,1_2,1,1,1.06,1,2873,1333,de,norm_k.wav,137734,138794,141095
2x3-06,2,16,2_1,1,2,0.87,1,2760,2482,ed,norm_k.wav,145889,146759,150395
2x3-06,2,17,1_3,1,1,0.725,1,2286,1584,df,norm_k.wav,154717,155442,158332
2x3-06,2,18,1_2,2,2,0.856,1,3569,1211,de,norm_e.wav,163935,164791,167195
2x3-06,2,19,3_1,3,1,1.022,1,3221,2175,fd,norm_f.wav,172439,173461,176644
2x3-06,2,20,1_2,2,2,0.932,1,3332,998,de,norm_e.wav,182002,182934,185035
2x3-06,2,21,3_1,1,2,0.844,1,2863,1588,fd,norm_k.wav,189935,190779,193560
2x3-06,2,22,3_2,3,1,1.018,1,3788,1346,fe,norm_f.wav,199378,200396,202754
2x3-06,2,23,2_3,3,2,0.816,1,3374,1421,ef,norm_f.wav,208149,208965,211597
2x3-06,2,24,2_1,1,2,1.075,1,3440,2549,ed,norm_k.wav,217067,218142,221660
2x3-07,1,1,1_3,1,1,1.287,1,2873,1869,ac,norm_a.wav,14846,16133,18738
2x3-07,1,2,2_3,3,2,1.197,1,3332,2175,bc,norm_s.wav,24102,25299,28313
2x3-07,1,3,2_1,1,1,0.731,0,3788,2253,ba,norm_a.wav,34127,34858,38410
2x3-07,1,4,2_1,1,2,1.412,1,2301,1124,ba,norm_a.wav,42742,44154,45916
2x3-07,1,5,1_3,3,1,0.934,0,3374,2016,ac,norm_s.wav,51317,52251,55359
2x3-07,1,6,3_1,3,2,1.136,0,3164,2011,ca,norm_s.wav,60559,61695,64606
2x3-07,1,7,2_3,2,2,1.15,0,2685,1211,bc,norm_d.wav,69315,70465,72558
2x3-07,1,8,2_3,2,1,1.09,1,2990,2563,bc,norm_d.wav,77571,78661,82162
2x3-07,1,9,1_2,2,2,0.908,1,3221,1857,ab,norm_d.wav,87421,88329,91308
2x3-07,1,10,1_3,1,1,1.139,1,2863,1584,ac,norm_a.wav,96198,97337,99837
2x3-07,1,11,3_2,2,2,0.981,1,2608,2482,cb,norm_d.wav,104479,105460,108987
2x3-07,1,12,1_2,1,1,1.384,1,3440,1733,ab,norm_a.wav,114462,115846,118223
2x3-07,1,13,3_1,3,2,1.111,0,1752,1346,ca,norm_s.wav,122010,123121,125388
2x3-07,1,14,2_1,2,1,1.067,1,2398,1823,ba,norm_d.wav,129824,130891,133683
2x3-07,1,15,3_2,2,2,1.112,1,2286,2350,cb,norm_d.wav,137997,139109,142395
2x3-07,1,16,3_2,3,1,1.026,1,3569,1333,cb,norm_s.wav,147998,149024,151363
2x3-07,1,17,2_3,3,2,1.214,1,3162,1588,bc,norm_s.wav,156560,157774,160187
2x3-07,1,18,1_2,2,2,1.175,1,4089,2140,ab,norm_d.wav,166305,167480,170474
2x3-07,1,19,1_3,3,2,1.543,1,3082,2549,ac,norm_s.wav,175584,177127,180168
2x3-07,1,20,3_2,3,2,0.975,0,2720,1850,cb,norm_s.wav,184924,185899,188805
2x3-07,1,21,3_1,1,0,0,2,2760,1510,ca,norm_a.wav,193599,0,197150
2x3-07,1,22,3_1,1,2,0.805,1,2872,1861,ca,norm_a.wav,202046,202851,205936
2x3-07,1,23,2_1,2,1,1.252,1,2097,998,ba,norm_d.wav,210056,211308,213091
2x3-07,1,24,1_2,1,2,0.993,0,3043,1421,ab,norm_a.wav,218171,219164,221616
2x3-08,1,1,1_3,1,0,0,2,2873,1588,ac,norm_d.wav,14939,0,18557
2x3-08,1,2,2_3,3,2,1.496,1,2720,2253,bc,norm_a.wav,23307,24803,27591
2x3-08,1,3,2_1,1,1,1.549,0,3082,1421,ba,norm_d.wav,32704,34253,36161
2x3-08,1,4,2_1,1,2,1.495,1,3788,1510,ba,norm_d.wav,41978,43473,45535
2x3-08,1,5,1_3,3,1,1.81,0,1752,1733,ac,norm_a.wav,49311,51121,53076
2x3-08,1,6,3_1,3,1,1.122,1,2685,1333,ca,norm_a.wav,57796,58918,61161
2x3-08,1,7,2_3,2,1,1.57,1,3569,1346,bc,norm_s.wav,66765,68335,70143
2x3-08,1,8,2_3,2,1,1.742,1,3164,1857,bc,norm_s.wav,75328,77070,79205
2x3-08,1,9,1_2,2,2,1.372,1,3332,1861,ab,norm_s.wav,84565,85937,88478
2x3-08,1,10,1_3,1,1,1.169,1,4089,2563,ac,norm_d.wav,94590,95759,99182
2x3-08,1,11,3_2,2,2,1.144,1,2872,2482,cb,norm_s.wav,104076,105220,108586
2x3-08,1,12,1_2,1,1,1.204,1,3221,998,ab,norm_d.wav,113843,115047,116871
2x3-08,1,13,3_1,3,1,1.27,1,2608,1850,ca,norm_a.wav,121515,122785,125408
2x3-08,1,14,2_1,2,1,1.406,1,2286,2175,ba,norm_s.wav,129728,131134,133935
2x3-08,1,15,3_2,2,1,1.542,0,2097,1211,cb,norm_s.wav,138058,139600,141306
2x3-08,1,16,3_2,3,1,1.496,1,3440,1584,cb,norm_a.wav,146769,148265,150397
2x3-08,1,17,2_3,3,2,1.13,1,3043,2350,bc,norm_a.wav,155474,156604,159849
2x3-08,1,18,1_2,2,2,1.165,1,2301,2016,ab,norm_s.wav,164184,165349,168233
2x3-08,1,19,1_3,3,2,1.261,1,3374,1124,ac,norm_a.wav,173642,174903,176793
2x3-08,1,20,3_2,3,1,1.209,1,2990,2549,cb,norm_a.wav,181810,183019,186386
2x3-08,1,21,3_1,1,2,1.323,1,3162,2140,ca,norm_d.wav,191584,192907,195746
2x3-08,1,22,3_1,1,2,1.795,1,2760,1823,ca,norm_d.wav,200534,202329,204381
2x3-08,1,23,2_1,2,1,1.393,1,2398,2011,ba,norm_s.wav,208807,210200,212837
2x3-08,1,24,1_2,1,1,1.303,1,2863,1869,ab,norm_d.wav,217724,219027,221614
2x3-08,2,1,1_3,3,2,1.784,1,3221,1346,df,norm_e.wav,15069,16853,18465
2x3-08,2,2,3_1,3,1,1.573,1,4089,1861,fd,norm_e.wav,24576,26149,28465
2x3-08,2,3,2_3,3,2,1.83,1,3164,2253,ef,norm_e.wav,33653,35483,37926
2x3-08,2,4,3_2,2,2,1.856,1,3043,1850,fe,norm_f.wav,43000,44856,46875
2x3-08,2,5,2_1,2,1,1.78,1,3440,2549,ed,norm_f.wav,52349,54129,56926
2x3-08,2,6,3_2,2,2,1.186,1,2286,1869,fe,norm_f.wav,61248,62434,65148
2x3-08,2,7,2_3,2,1,1.309,1,2760,1584,ef,norm_f.wav,69940,71249,73548
2x3-08,2,8,1_3,1,2,1.735,0,2720,2563,df,norm_k.wav,78302,80037,82895
2x3-08,2,9,3_2,3,1,1.505,1,2398,2016,fe,norm_e.wav,87315,88820,91350
2x3-08,2,10,2_3,2,1,1.325,1,3162,1421,ef,norm_f.wav,96547,97872,100007
2x3-08,2,11,1_2,1,1,1.488,1,3788,1124,de,norm_k.wav,105825,107313,108979
2x3-08,2,12,2_1,2,1,1.84,1,2873,1733,ed,norm_f.wav,113879,115719,117656
2x3-08,2,13,1_3,3,2,1.534,1,2872,1588,df,norm_e.wav,122563,124097,126180
2x3-08,2,14,3_1,1,1,1.754,0,2863,2175,fd,norm_k.wav,131072,132826,135285
2x3-08,2,15,1_2,1,1,1.878,1,3332,1510,de,norm_k.wav,140643,142521,144189
2x3-08,2,16,2_1,1,2,1.856,1,3374,1823,ed,norm_k.wav,149587,151443,153454
2x3-08,2,17,1_3,1,1,1.343,1,2685,2482,df,norm_k.wav,158167,159510,162698
2x3-08,2,18,1_2,2,1,1.968,0,2301,2011,de,norm_f.wav,167035,169003,171095
2x3-08,2,19,3_1,3,1,1.931,1,2608,1857,fd,norm_e.wav,175727,177658,179610
2x3-08,2,20,1_2,2,0,0,2,3569,1333,de,norm_f.wav,185206,0,188571
2x3-08,2,21,3_1,1,2,1.398,1,2990,2140,fd,norm_k.wav,193596,194994,197763
2x3-08,2,22,3_2,3,1,1.551,1,2097,1211,fe,norm_e.wav,201888,203439,205136
2x3-08,2,23,2_3,3,2,1.254,1,3082,998,ef,norm_e.wav,210241,211495,213291
2x3-08,2,24,2_1,1,2,1.646,1,1752,2350,ed,norm_k.wav,217080,218726,221461
2x3-11,1,1,1_3,1,1,1.614,1,2990,2563,ac,norm_a.wav,15704,17318,20312
2x3-11,1,2,2_3,3,2,1.281,1,2286,1346,bc,norm_s.wav,24635,25916,28012
2x3-11,1,3,2_1,1,1,1.01,0,2863,2016,ba,norm_a.wav,32912,33922,36981
2x3-11,1,4,2_1,1,1,0.92,0,2873,1421,ba,norm_a.wav,41888,42808,45353
2x3-11,1,5,1_3,3,2,1.002,1,3788,1869,ac,norm_s.wav,51170,52172,55067
2x3-11,1,6,3_1,3,2,1.044,0,2872,2350,ca,norm_s.wav,59970,61014,64365
2x3-11,1,7,2_3,2,2,1.77,0,2398,1510,bc,norm_d.wav,68796,70566,72358
2x3-11,1,8,2_3,2,1,1.432,1,3332,2549,bc,norm_d.wav,77713,79145,82297
2x3-11,1,9,1_2,2,1,1.335,0,2608,1124,ab,norm_d.wav,86939,88274,90088
2x3-11,1,10,1_3,1,1,1.082,1,3440,1857,ac,norm_a.wav,95554,96636,99438
2x3-11,1,11,3_2,2,1,1.527,0,2301,998,cb,norm_d.wav,103765,105292,106795
2x3-11,1,12,1_2,1,1,0.949,1,2720,1861,ab,norm_a.wav,111550,112499,115441
2x3-11,1,13,3_1,3,2,1.315,0,3082,2175,ca,norm_s.wav,120562,121877,124772
2x3-11,1,14,2_1,2,1,1.435,1,2685,1733,ba,norm_d.wav,129482,130917,133246
2x3-11,1,15,3_2,2,1,1.054,0,2097,2253,cb,norm_d.wav,137377,138431,141683
2x3-11,1,16,3_2,3,2,0.764,0,3374,1211,cb,norm_s.wav,147087,147851,150340
2x3-11,1,17,2_3,3,1,1.149,0,2760,1584,bc,norm_s.wav,155139,156288,158747
2x3-11,1,18,1_2,2,1,1.407,0,3162,2011,ab,norm_d.wav,163941,165348,167990
2x3-11,1,19,1_3,3,1,1.479,0,3221,1333,ac,norm_s.wav,173250,174729,176612
2x3-11,1,20,3_2,3,2,0.965,0,4089,2140,cb,norm_s.wav,182734,183699,186902
2x3-11,1,21,3_1,1,1,1.058,0,3164,1823,ca,norm_a.wav,192093,193151,195968
2x3-11,1,22,3_1,1,1,1.206,0,3569,2482,ca,norm_a.wav,201564,202770,206077
2x3-11,1,23,2_1,2,2,1.364,0,3043,1588,ba,norm_d.wav,211154,212518,214783
2x3-11,1,24,1_2,1,1,0.917,1,1752,1850,ab,norm_a.wav,218563,219480,222444
2x3-12,1,1,1_3,1,1,1.211,1,2760,1588,ac,norm_a.wav,18008,19219,21620
2x3-12,1,2,2_3,3,2,1.766,1,3221,1733,bc,norm_s.wav,26870,28636,30632
2x3-12,1,3,2_1,1,0,0,2,2720,1861,ba,norm_a.wav,35386,0,39276
2x3-12,1,4,2_1,1,2,0.87,1,3162,2549,ba,norm_a.wav,44477,45347,49064
2x3-12,1,5,1_3,3,1,1.237,0,3569,1869,ac,norm_s.wav,54667,55904,58567
2x3-12,1,6,3_1,3,1,1.131,1,2097,1510,ca,norm_s.wav,62695,63826,66241
2x3-12,1,7,2_3,2,1,0.994,1,3332,1346,bc,norm_d.wav,71597,72591,74994
2x3-12,1,8,2_3,2,1,1.188,1,2872,1124,bc,norm_d.wav,79903,81091,83072
2x3-12,1,9,1_2,2,2,1.268,1,2685,1584,ab,norm_d.wav,87783,89051,91398
2x3-12,1,10,1_3,1,1,1.332,1,2873,2350,ac,norm_a.wav,96304,97636,100681
2x3-12,1,11,3_2,2,2,1.114,1,3043,2016,cb,norm_d.wav,105757,106871,109796
2x3-12,1,12,1_2,1,1,1.328,1,2398,2011,ab,norm_a.wav,114228,115556,118274
2x3-12,1,13,3_1,3,1,1.514,1,3164,1857,ca,norm_s.wav,123478,124992,127370
2x3-12,1,14,2_1,2,0,0,2,2990,1421,ba,norm_d.wav,132387,0,135834
2x3-12,1,15,3_2,2,2,1.134,1,3788,1333,cb,norm_d.wav,141651,142785,145012
2x3-12,1,16,3_2,3,1,0.924,1,3082,2175,cb,norm_s.wav,150128,151052,154338
2x3-12,1,17,2_3,3,2,0.832,1,3374,1211,bc,norm_s.wav,159737,160569,162973
2x3-12,1,18,1_2,2,2,1.17,1,2608,2253,ab,norm_d.wav,167620,168790,171899
2x3-12,1,19,1_3,3,1,1.677,0,4089,1850,ac,norm_s.wav,178018,179695,181895
2x3-12,1,20,3_2,3,2,1.217,0,3440,2563,cb,norm_s.wav,187369,188586,191958
2x3-12,1,21,3_1,1,1,1.239,0,2286,998,ca,norm_a.wav,196281,197520,199326
2x3-12,1,22,3_1,1,2,1.541,1,2863,2482,ca,norm_a.wav,204225,205766,208743
2x3-12,1,23,2_1,2,1,1.343,1,2301,1823,ba,norm_d.wav,213079,214422,216934
2x3-12,1,24,1_2,1,1,1.779,1,1752,2140,ab,norm_a.wav,220713,222492,224884
2x3-12,2,1,1_3,3,2,0.676,1,2872,1861,df,norm_e.wav,17836,18512,21743
2x3-12,2,2,3_1,3,1,1.563,1,3788,2482,fd,norm_e.wav,27570,29133,32081
2x3-12,2,3,2_3,3,2,1.723,1,3374,1510,ef,norm_e.wav,37490,39213,41025
2x3-12,2,4,3_2,2,2,1.302,1,3162,2011,fe,norm_f.wav,46211,47513,50259
2x3-12,2,5,2_1,2,1,1.635,1,2685,2016,ed,norm_f.wav,54983,56618,59031
2x3-12,2,6,3_2,2,0,0,2,2873,1333,fe,norm_f.wav,63938,0,67298
2x3-12,2,7,2_3,2,1,1.549,1,2863,1869,ef,norm_f.wav,72194,73743,76117
2x3-12,2,8,1_3,1,2,1.031,0,2097,1421,df,norm_k.wav,80245,81276,83702
2x3-12,2,9,3_2,3,1,1.437,1,3164,2253,fe,norm_e.wav,88895,90332,93184
2x3-12,2,10,2_3,2,1,0.973,1,1752,1346,ef,norm_f.wav,96966,97939,100360
2x3-12,2,11,1_2,1,1,1.472,1,3569,1733,de,norm_k.wav,105966,107438,109730
2x3-12,2,12,2_1,2,2,1.533,0,3440,2563,ed,norm_f.wav,115204,116737,119793
2x3-12,2,13,1_3,3,2,1.268,1,4089,2549,df,norm_e.wav,125919,127187,130512
2x3-12,2,14,3_1,1,2,0.912,1,2720,2140,fd,norm_k.wav,135267,136179,139453
2x3-12,2,15,1_2,1,1,1.299,1,2990,1584,de,norm_k.wav,144470,145769,148080
2x3-12,2,16,2_1,1,2,0.918,1,3332,1588,ed,norm_k.wav,153445,154363,157067
2x3-12,2,17,1_3,1,1,1.791,1,3221,1124,df,norm_k.wav,162317,164108,165470
2x3-12,2,18,1_2,2,1,1.734,0,2301,2350,de,norm_f.wav,169797,171531,174179
2x3-12,2,19,3_1,3,1,1.531,1,2286,998,fd,norm_e.wav,178498,180029,181543
2x3-12,2,20,1_2,2,1,1.225,0,2608,1823,de,norm_f.wav,186187,187412,190035
2x3-12,2,21,3_1,1,2,1.611,1,3043,1850,fd,norm_k.wav,195105,196716,198978
2x3-12,2,22,3_2,3,1,1.282,1,2760,1211,fe,norm_e.wav,203772,205054,207006
2x3-12,2,23,2_3,3,2,0.87,1,2398,2175,ef,norm_e.wav,211443,212313,215653
2x3-12,2,24,2_1,1,1,1.813,0,3082,1857,ed,norm_k.wav,220760,222573,224651
2x3-14,1,1,1_3,1,0,0,2,2990,1857,ac,norm_d.wav,19718,0,23606
2x3-14,1,2,2_3,3,1,1.109,0,2720,998,bc,norm_s.wav,28352,29461,31380
2x3-14,1,3,2_1,1,2,1.347,1,2685,2011,ba,norm_d.wav,36101,37448,40143
2x3-14,1,4,2_1,1,2,1.495,1,3164,1211,ba,norm_d.wav,45346,46841,48593
2x3-14,1,5,1_3,3,1,1.519,0,3332,1584,ac,norm_s.wav,53964,55483,57582
2x3-14,1,6,3_1,3,2,1.617,0,2608,1333,ca,norm_s.wav,62223,63840,65581
2x3-14,1,7,2_3,2,1,1.544,1,1752,2175,bc,norm_a.wav,69367,70911,73590
2x3-14,1,8,2_3,2,1,0.992,1,2097,1861,bc,norm_a.wav,77712,78704,81625
2x3-14,1,9,1_2,2,2,1.414,1,3221,1823,ab,norm_a.wav,86885,88299,90737
2x3-14,1,10,1_3,1,1,1.45,1,2760,1869,ac,norm_d.wav,95524,96974,99416
2x3-14,1,11,3_2,2,2,1.592,1,3440,1850,cb,norm_a.wav,104887,106479,108764
2x3-14,1,12,1_2,1,1,1.558,1,3788,2253,ab,norm_d.wav,114585,116143,118866
2x3-14,1,13,3_1,3,1,1.611,1,2873,1588,ca,norm_s.wav,123770,125381,127385
2x3-14,1,14,2_1,2,1,1.297,1,3082,1421,ba,norm_a.wav,132495,133792,135951
2x3-14,1,15,3_2,2,2,1.167,1,2863,1124,cb,norm_a.wav,140852,142019,144013
2x3-14,1,16,3_2,3,2,1.286,0,3569,1510,cb,norm_s.wav,149608,150894,153148
2x3-14,1,17,2_3,3,2,1.095,1,3374,2016,bc,norm_s.wav,158546,159641,162587
2x3-14,1,18,1_2,2,2,1.707,1,2872,2549,ab,norm_a.wav,167494,169201,172070
2x3-14,1,19,1_3,3,1,1.782,0,2398,1346,ac,norm_s.wav,176503,178285,179884
2x3-14,1,20,3_2,3,2,1.556,0,3043,2482,cb,norm_s.wav,184964,186520,189469
2x3-14,1,21,3_1,1,1,1.335,0,4089,2563,ca,norm_d.wav,195593,196928,200184
2x3-14,1,22,3_1,1,2,1.381,1,2301,2350,ca,norm_d.wav,204522,205903,208920
2x3-14,1,23,2_1,2,1,1.343,1,2286,2140,ba,norm_a.wav,213240,214583,217427
2x3-14,1,24,1_2,1,1,1.566,1,3162,1733,ab,norm_d.wav,222616,224182,226386
2x3-14,2,1,1_3,3,2,1.812,1,3164,1421,df,norm_k.wav,17510,19322,20987
2x3-14,2,2,3_1,3,1,1.335,1,3221,2016,fd,norm_k.wav,26237,27572,30282
2x3-14,2,3,2_3,3,2,1.016,1,2097,1211,ef,norm_k.wav,34413,35429,37660
2x3-14,2,4,3_2,2,2,1.355,1,2720,1588,fe,norm_f.wav,42419,43774,46036
2x3-14,2,5,2_1,2,2,1.493,0,3788,1857,ed,norm_f.wav,51853,53346,55755
2x3-14,2,6,3_2,2,1,1.274,0,3332,2175,fe,norm_f.wav,61114,62388,65323
2x3-14,2,7,2_3,2,1,1.718,1,3082,1861,ef,norm_f.wav,70430,72148,74342
2x3-14,2,8,1_3,1,2,1.087,0,2608,2140,df,norm_e.wav,78989,80076,83154
2x3-14,2,9,3_2,3,1,1.428,1,2863,2350,fe,norm_k.wav,88044,89472,92431
2x3-14,2,10,2_3,2,2,1.324,0,1752,1124,ef,norm_f.wav,96216,97540,99388
2x3-14,2,11,1_2,1,1,1.685,1,2872,1346,de,norm_e.wav,104286,105971,107660
2x3-14,2,12,2_1,2,1,1.274,1,2301,1584,ed,norm_f.wav,111998,113272,115614
2x3-14,2,13,1_3,3,1,1.438,0,2398,2563,df,norm_k.wav,120045,121483,124643
