subjID,block,trial,vStim1,vStim2,aStim,resp,RT,fb,vStimNassoc,stimOnset,respOnset,feedbackOnset,pe,delta,drift,assoc_active,assoc_inactive
biokurs19-14,1,1,8,3,3,1,1.176,0,8,8216,9392,12483,-0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,1,2,1,2,2,2,1.37,1,1,17361,18731,21966,0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,1,3,7,1,1,2,1.449,1,7,28079,29528,31731,0.465,0.629719409001335,0.76627349579322,0.535,0.5
biokurs19-14,1,4,4,5,5,1,1.269,0,4,36266,37535,39709,-0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,1,5,3,2,2,2,1.259,1,3,45004,46263,48853,0.465,0.651014268242926,0.792186126085744,0.535,0.535
biokurs19-14,1,6,1,6,1,1,1.31,1,6,53145,54455,56505,0.43245,0.649523628096014,0.790372241965267,0.56755,0.5
biokurs19-14,1,7,4,3,4,2,1.381,0,3,61590,62971,66166,-0.535,0.673799767631428,0.819912640498745,0.535,0.57245
biokurs19-14,1,8,7,2,2,2,1.12,1,7,71229,72349,75762,0.43245,0.670818487337605,0.816284872257791,0.56755,0.535
biokurs19-14,1,9,5,8,5,1,0.977,1,8,80184,81161,83193,0.465,0.651014268242926,0.792186126085744,0.535,0.535
biokurs19-14,1,10,6,3,3,2,1.311,1,6,88439,89750,91883,0.3976215,0.692009001768912,0.842070530661882,0.6023785,0.535
biokurs19-14,1,11,6,2,2,2,0.984,1,6,97193,98177,100332,0.4021785,0.71202191048416,0.866423220610797,0.5978215,0.57245
biokurs19-14,1,12,3,5,3,1,1.221,1,5,106144,107365,110197,0.369787995,0.728747808611453,0.886776114685648,0.630212005,0.56755
biokurs19-14,1,13,1,8,1,1,1.261,1,8,114319,115580,117575,0.4021785,0.71202191048416,0.866423220610797,0.5978215,0.57245
biokurs19-14,1,14,3,4,3,1,1.489,1,4,123529,125018,127831,0.34390283535,0.747478255510786,0.909568242128699,0.65609716465,0.57245
biokurs19-14,1,15,4,6,4,2,1.623,0,6,133190,134813,137198,-0.6125215,0.745346235711326,0.906973895755569,0.6125215,0.6125215
biokurs19-14,1,16,4,2,2,2,0.978,1,4,141929,142907,146648,0.374026005,0.779618182174742,0.948677682948357,0.625973995,0.655398005
biokurs19-14,1,17,5,4,4,1,1.008,0,5,151110,152118,155287,-0.70127586535,0.796156600574221,0.968802442485239,0.70127586535,0.6072785
biokurs19-14,1,18,2,5,5,2,0.94,1,2,160876,161816,164871,0.365230995,0.782996654396088,0.952788773828653,0.634769005,0.65215581535
biokurs19-14,1,19,5,3,3,2,1.337,1,5,170052,171389,174096,0.3198296368755,0.815596478270893,0.992457840155203,0.6801703631245,0.66033517465
biokurs19-14,1,20,3,5,5,2,0.943,1,3,178814,179757,183327,0.2934413631245,0.857341421660885,1.04325513692881,0.7065586368755,0.702558437705785
biokurs19-14,1,21,6,1,1,2,1.096,1,6,187235,188331,191104,0.374026005,0.770033664158131,0.937014770830515,0.625973995,0.639644995
biokurs19-14,1,22,4,7,4,2,1.106,0,7,196004,197110,199951,-0.7503651759245,0.80483322782722,0.979360588544917,0.7503651759245,0.57245
biokurs19-14,1,23,3,8,3,1,1.725,1,8,204839,206564,209176,0.24826247165481,0.830048685076587,1.01004399499278,0.75173752834519,0.6125215
biokurs19-14,1,24,1,5,1,1,1.071,1,5,213384,214455,216989,0.34784418465,0.83917281389415,1.02114668292833,0.65215581535,0.727099532294215
biokurs19-14,1,25,2,3,2,1,1.019,1,3,221316,222335,224922,0.3021932775755,0.892511736909091,1.0860521033684,0.6978067224245,0.769115901361027
biokurs19-14,1,26,5,2,5,1,0.79,1,2,229552,230342,233825,0.22200350044519,0.910785237486191,1.10828819609072,0.77799649955481,0.718960251854785
biokurs19-14,1,27,8,2,2,2,0.851,1,8,238900,239751,242427,0.23071253051538,0.866813618362552,1.0547813709557,0.76928746948462,0.655398005
biokurs19-14,1,28,3,1,1,2,0.976,1,3,246741,247717,250103,0.3234950917245,0.912307619946325,1.11014070581645,0.6765049082755,0.822954014456299
biokurs19-14,1,29,6,5,5,2,0.659,1,6,253869,254528,258236,0.206463255414027,0.899225254897708,1.09422144168746,0.793536744585973,0.68442014465
biokurs19-14,1,30,1,3,1,1,0.967,1,3,262576,263543,266348,0.300850435303785,0.96113456463386,1.16955572949177,0.699149564696215,0.88056079546824
biokurs19-14,1,31,4,2,4,1,1.257,1,2,271448,272705,275068,0.197109261760785,0.966377799901648,1.17593595560595,0.802890738239215,0.785437346620697
biokurs19-14,1,32,5,7,5,1,1.178,1,7,279780,280958,283667,0.192010827535045,0.858102316115188,1.04418103066036,0.807989172464955,0.6023785
biokurs19-14,1,33,6,4,4,2,1.557,1,6,288672,290229,292337,0.18331161343753,0.942460543528319,1.14683226372508,0.81668838656247,0.7323295547755
biokurs19-14,1,34,2,8,2,1,0.991,1,8,297221,298212,301103,0.159582039115854,0.938004372093886,1.14140977552779,0.840417960884146,0.70127586535
biokurs19-14,1,35,8,4,4,2,1.521,1,8,305670,307191,309859,0.170479800496903,0.961241048216539,1.16968530394347,0.829520199503097,0.7503651759245
biokurs19-14,1,36,5,6,5,1,1.139,1,6,314647,315786,318844,0.178570069607592,0.976535124773018,1.1882958872292,0.821429930392408,0.783592623609785
biokurs19-14,1,37,1,3,3,1,1.381,0,1,323880,325261,328599,-0.942200051151016,1.01145053636531,1.23078267438463,0.942200051151016,0.72020909516748
biokurs19-14,1,38,1,2,1,1,0.991,1,2,333677,334668,338067,0.260205541494243,0.968236583912973,1.17819781525633,0.739794458505757,0.851588703622255
biokurs19-14,1,39,3,6,3,1,1.763,1,6,343457,345220,347437,-0.00815405473158748,1.1235156552984,1.36714901344591,1.00815405473159,0.83844410726247
biokurs19-14,1,40,2,4,4,2,1.496,1,2,352892,354388,356778,0.158546214462119,1.0663575373421,1.29759620908056,0.841453785537881,0.911199912875813
biokurs19-14,2,41,13,16,13,1,1.232,1,16,7745,8977,11408,0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,2,42,15,12,12,1,1.32,0,15,16477,17797,20095,-0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,2,43,10,16,10,1,1.43,1,16,24423,25853,28457,0.5,0.629719409001335,0.76627349579322,0.5,0.535
biokurs19-14,2,44,16,9,9,2,1.391,1,16,33521,34912,38125,0.5,0.652504908389837,0.79400001020622,0.5,0.57245
biokurs19-14,2,45,10,14,10,2,1.082,0,14,42547,43629,46183,-0.535,0.629719409001335,0.76627349579322,0.535,0.5
biokurs19-14,2,46,11,13,13,2,1.375,1,11,51065,52440,55059,0.465,0.629719409001335,0.76627349579322,0.535,0.5
biokurs19-14,2,47,14,12,12,2,1.512,1,14,60235,61747,63667,0.465,0.651014268242926,0.792186126085744,0.535,0.535
biokurs19-14,2,48,11,9,9,2,1.067,1,11,68728,69795,73253,0.465,0.651014268242926,0.792186126085744,0.535,0.535
biokurs19-14,2,49,15,11,11,1,1.427,0,15,78152,79579,81610,-0.57245,0.673799767631428,0.819912640498745,0.57245,0.535
biokurs19-14,2,50,10,11,10,2,1.23,0,11,85950,87180,89113,-0.57245,0.720965751365628,0.877306525333657,0.57245,0.6125215
biokurs19-14,2,51,11,12,12,2,1.05,1,11,94008,95058,98210,0.43245,0.734487071305091,0.893759931326307,0.56755,0.639644995
biokurs19-14,2,52,11,16,11,2,1.5,0,16,103612,105112,107764,-0.68442014465,0.789091136210838,0.96020483853697,0.68442014465,0.6125215
biokurs19-14,2,53,15,9,9,2,1.083,1,15,111977,113060,115867,0.43245,0.690622706432285,0.840383618429839,0.56755,0.56755
biokurs19-14,2,54,13,9,13,2,1.493,0,9,121981,123474,126365,-0.56755,0.709040630190337,0.862795452369843,0.56755,0.5978215
biokurs19-14,2,55,10,15,10,1,1.654,1,15,130667,132321,134694,0.3874785,0.742156265796935,0.903092183737748,0.6125215,0.6072785
biokurs19-14,2,56,9,15,9,1,1.114,1,15,139709,140823,144082,0.374026005,0.776204914366344,0.944524251089289,0.625973995,0.649787995
biokurs19-14,2,57,11,9,11,1,1.515,1,9,149187,150702,153030,0.2676704452245,0.842354887967559,1.02501878689917,0.7323295547755,0.65215581535
biokurs19-14,2,58,12,15,12,1,1.068,1,15,167528,168596,170900,0.4021785,0.786750533052157,0.957356677690996,0.5978215,0.69527315465
biokurs19-14,2,59,11,10,10,1,1.382,0,11,175012,176394,178989,-0.639644995,0.846143006637365,1.02962835569139,0.639644995,0.751066485941215
biokurs19-14,2,60,12,16,12,1,0.851,1,16,184286,185137,187889,0.374026005,0.770033664158131,0.937014770830515,0.625973995,0.639644995
biokurs19-14,2,61,9,14,9,1,0.884,1,14,193131,194015,196365,0.3021932775755,0.772855374420414,0.940448366422279,0.6978067224245,0.57245
biokurs19-14,2,62,12,13,13,2,1.288,1,12,201405,202693,205681,0.3927215,0.766270756268795,0.932435879753802,0.6072785,0.65215581535
biokurs19-14,2,63,13,9,9,2,0.817,1,13,211275,212092,215855,0.281039748145215,0.823642113598465,1.00224816425862,0.718960251854785,0.634769005
biokurs19-14,2,64,13,11,11,2,1.436,1,13,220483,221919,224099,0.23150816807467,0.880812976126574,1.0718164768447,0.76849183192533,0.67920283535
biokurs19-14,2,65,10,9,10,1,1.329,1,9,228844,230173,233174,0.31557985535,0.865820489641163,1.05357288316537,0.68442014465,0.73863303422495
biokurs19-14,2,66,9,12,9,1,0.862,1,12,236943,237805,241217,0.209662653379303,0.905423385186456,1.10176363094803,0.790337346620697,0.6978067224245
biokurs19-14,2,67,16,11,11,2,0.838,1,16,246004,246842,250201,0.215302596309443,0.893847182893242,1.08767713961167,0.784697403690557,0.68442014465
biokurs19-14,2,68,14,13,13,1,1.3,0,14,254738,256038,257753,-0.7267470338245,0.814843854699563,0.991542010840153,0.7267470338245,0.6125215
biokurs19-14,2,69,9,12,12,2,0.997,1,9,262221,263218,265973,0.253346807005785,0.94407225043405,1.14879346782201,0.746653192994215,0.805013732357248
biokurs19-14,2,70,16,13,13,2,0.736,1,16,269883,270619,273412,0.222380673807785,0.918689968063011,1.11790706037506,0.777619326192215,0.7323295547755
biokurs19-14,2,71,11,10,11,1,0.994,1,10,277988,278982,282262,0.200231414567782,0.916457317057079,1.11519026100895,0.799768585432218,0.7065107345245
biokurs19-14,2,72,10,12,12,2,0.871,1,10,287149,288020,291025,0.23561253051538,0.925020670805409,1.12561057030648,0.76438746948462,0.755966485941215
biokurs19-14,2,73,15,10,10,2,1.176,1,15,296311,297487,300320,0.1911158600429,0.944777712664616,1.14965190890202,0.8088841399571,0.7439422754755
biokurs19-14,2,74,12,11,12,1,0.649,1,11,305670,306319,310393,0.219119653379303,0.970233414390445,1.18062765662473,0.780880346620697,0.813784784451963
biokurs19-14,2,75,9,10,10,1,1.228,0,9,316206,317434,320906,-0.822262250160103,1.02435996523415,1.24649150127899,0.822262250160103,0.861364693622255
biokurs19-14,2,76,11,14,11,1,1.405,1,14,326365,327770,330257,0.1292502806364,0.91896122404617,1.11823713797391,0.8707497193636,0.639644995
biokurs19-14,2,77,13,11,13,1,1.38,1,11,335328,336708,339332,0.20681402664124,1.01788405773995,1.2386112990761,0.79318597335876,0.879797239008148
biokurs19-14,2,78,11,13,11,1,0.906,1,13,344028,344934,348536,0.0586169542612817,1.06416252564461,1.29492521107303,0.941383045738718,0.807662955223647
biokurs19-14,2,79,9,11,9,1,0.987,1,11,352826,353813,356722,0.128930834931302,1.10523689990188,1.34490652640132,0.871069165068698,0.945486232537008
biokurs19-14,3,80,20,19,20,1,1.058,1,19,8106,9164,11854,0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,3,81,19,24,19,2,1.343,0,24,16271,17614,20586,-0.535,0.629719409001335,0.76627349579322,0.535,0.5
biokurs19-14,3,82,17,21,17,1,1.67,1,21,25976,27646,29572,0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,3,83,18,23,18,1,1.2,1,23,34880,36080,38316,0.5,0.608424549759743,0.740360865500694,0.5,0.5
biokurs19-14,3,84,22,17,17,1,1.619,0,22,43317,44936,47707,-0.535,0.629719409001335,0.76627349579322,0.535,0.5
biokurs19-14,3,85,20,23,20,1,0.88,1,23,52174,53054,55703,0.465,0.651014268242926,0.792186126085744,0.535,0.535
biokurs19-14,3,86,23,18,18,2,1.026,1,23,61820,62846,65696,0.465,0.673799767631428,0.819912640498745,0.535,0.57245
biokurs19-14,3,87,24,17,17,2,1.385,1,24,70271,71656,74152,0.42755,0.673799767631428,0.819912640498745,0.57245,0.535
biokurs19-14,3,88,19,20,19,1,1.522,1,20,78359,79881,81504,0.42755,0.693603986726108,0.844011386670793,0.57245,0.56755
biokurs19-14,3,89,19,21,21,2,1.361,1,19,86691,88052,90904,0.465,0.692009001768912,0.842070530661882,0.535,0.6023785
biokurs19-14,3,90,24,18,18,2,1.383,1,24,95206,96589,98821,0.43245,0.693603986726108,0.844011386670793,0.56755,0.57245
biokurs19-14,3,91,21,19,19,1,1.688,0,21,103886,105574,108167,-0.644544995,0.737468351598914,0.897387699567261,0.644544995,0.56755
biokurs19-14,3,92,17,18,18,2,1.352,1,17,112510,113862,117235,0.4021785,0.730231144621644,0.888581110773934,0.5978215,0.6023785
biokurs19-14,3,93,21,17,21,1,1.478,1,17,122532,124010,127040,0.4021785,0.755886275356966,0.919799533507265,0.5978215,0.644544995
biokurs19-14,3,94,20,19,19,2,1.402,1,20,131755,133157,135700,0.31033685535,0.789091136210838,0.96020483853697,0.68966314465,0.6072785
biokurs19-14,3,95,22,21,21,1,1.467,0,22,140399,141866,144618,-0.625973995,0.706365080190646,0.859539711762,0.625973995,0.535
