subjID,block,trial,vStim1,vStim2,aStim,resp,RT,fb,vStimNassoc,stimOnset,respOnset,feedbackOnset,pe,delta,drift,assoc_active,assoc_inactive
biokurs19-07,1,1,1,3,1,1,1.998,1,3,8138,10136,12330,0.5,0.390813780245358,0.305470821659334,0.5,0.5
biokurs19-07,1,2,7,3,3,2,1.583,1,7,16801,18384,20681,0.465,0.404492262553945,0.31616230041741,0.535,0.5
biokurs19-07,1,3,4,2,2,1,1.424,0,4,25748,27172,29404,-0.5,0.390813780245358,0.305470821659334,0.5,0.5
biokurs19-07,1,4,3,8,3,1,1.098,1,8,35514,36612,39529,0.43245,0.417213251100931,0.326105375662421,0.56755,0.5
biokurs19-07,1,5,5,7,5,2,0.972,0,7,45329,46301,49903,-0.5,0.404492262553945,0.31616230041741,0.5,0.535
biokurs19-07,1,6,6,2,2,1,1.443,0,6,54239,55682,58289,-0.535,0.404492262553945,0.31616230041741,0.535,0.5
biokurs19-07,1,7,2,4,4,2,1.177,1,2,62206,63383,66900,0.465,0.432806720932721,0.338293661446628,0.535,0.57245
biokurs19-07,1,8,2,6,2,1,1.824,1,6,71317,73141,75260,0.3874785,0.448467215327823,0.350534335476751,0.6125215,0.535
biokurs19-07,1,9,6,1,1,1,1.425,0,6,79972,81397,84125,-0.535,0.432806720932721,0.338293661446628,0.535,0.57245
biokurs19-07,1,10,5,8,5,2,1.303,0,8,88338,89641,92726,-0.535,0.418170744862533,0.326853779175487,0.535,0.535
biokurs19-07,1,11,6,4,4,1,1.207,0,6,98021,99228,102611,-0.56755,0.457224179701781,0.357379020177671,0.56755,0.6023785
biokurs19-07,1,12,2,7,2,1,1.221,1,7,107355,108576,111890,0.360355005,0.471788439489225,0.368762847025684,0.639644995,0.56755
biokurs19-07,1,13,8,3,3,1,1.203,0,8,116788,117991,120014,-0.5978215,0.455443241305203,0.35598698964337,0.5978215,0.56755
biokurs19-07,1,14,1,7,1,1,1.424,1,7,125029,126453,128652,0.42755,0.461054154748185,0.360372634229932,0.57245,0.6072785
biokurs19-07,1,15,4,8,4,1,1.218,1,8,133900,135118,136921,0.3927215,0.47096968657368,0.368122887181662,0.6072785,0.5978215
biokurs19-07,1,16,3,7,3,1,1.004,1,7,141247,142251,145135,0.360330995,0.503937564633838,0.393891489284379,0.639669005,0.649787995
biokurs19-07,1,17,1,2,2,1,1.551,0,1,149920,151471,154116,-0.66486984535,0.495258116355908,0.387107393300495,0.66486984535,0.6023785
biokurs19-07,1,18,8,1,1,1,1.03,0,8,160066,161096,164061,-0.630212005,0.496286997979893,0.387911595534284,0.630212005,0.639669005
biokurs19-07,1,19,5,3,5,2,1.508,0,3,168172,169680,172521,-0.57245,0.483570372731978,0.377971930764082,0.57245,0.66489217465
biokurs19-07,1,20,5,4,4,1,1.168,0,5,177401,178569,180550,-0.634769005,0.487458317323191,0.381010855410235,0.634769005,0.6125215
biokurs19-07,1,21,4,1,1,1,1.089,0,4,185447,186536,189496,-0.67432684535,0.528978051188659,0.413463823703724,0.67432684535,0.67920283535
biokurs19-07,1,22,2,3,2,2,1.604,0,3,194124,195728,197960,-0.7114107345245,0.547045675618208,0.427585976910455,0.7114107345245,0.6883497224245
biokurs19-07,1,23,3,4,3,1,1.293,1,4,202264,203557,205864,0.289834758145215,0.551760227087246,0.431271000274007,0.710165241854785,0.7016586368755
biokurs19-07,1,24,6,5,5,2,1.489,1,6,211051,212540,214590,0.360355005,0.496277614541029,0.387904261179856,0.639644995,0.630212005
biokurs19-07,1,25,8,4,4,2,1.519,1,8,219166,220685,223669,0.249225258543215,0.55326213905198,0.432444936059074,0.750774741456785,0.66489217465
biokurs19-07,1,26,3,2,3,1,0.977,1,2,229254,230231,233527,0.26954632507505,0.582962518750845,0.455659571388746,0.73045367492495,0.761209485941215
biokurs19-07,1,27,4,5,5,2,1.135,1,4,238068,239203,241418,0.33513015465,0.56007145903351,0.437767288224838,0.66486984535,0.76822050955481
biokurs19-07,1,28,7,1,1,1,1.055,0,7,246609,247664,250994,-0.7215297245245,0.553706089072693,0.432791939630744,0.7215297245245,0.69527315465
biokurs19-07,1,29,2,8,2,2,1.195,0,8,255284,256479,258675,-0.8144941499571,0.596353993659123,0.466126717252676,0.8144941499571,0.7114346268755
biokurs19-07,1,30,4,6,4,1,1.354,1,6,263972,265326,267844,0.178004054776353,0.584783566251369,0.457082952304118,0.821995945223647,0.67432684535
biokurs19-07,1,31,3,2,2,2,1.48,1,3,273195,274675,276635,0.128491259545903,0.633442956643037,0.495116472910923,0.871508740454097,0.749321917680204
biokurs19-07,1,32,1,4,1,1,1.287,1,4,280397,281684,284667,0.227963194758785,0.627839615672308,0.490736747177374,0.772036805241215,0.834456229057992
biokurs19-07,1,33,1,5,5,2,0.986,1,1,289696,290682,293580,0.3116710438245,0.576967444813191,0.450973656371896,0.6883289561755,0.78799422887433
biokurs19-07,1,34,3,4,4,1,1.319,0,3,298980,300299,303250,-0.892868165092051,0.662289687318512,0.517663872636927,0.892868165092051,0.801774451917818
biokurs19-07,1,35,5,2,5,2,1.206,0,2,308149,309355,311753,-0.710145929243215,0.621647571348142,0.485896874677826,0.710145929243215,0.88050312862231
biokurs19-07,1,36,1,3,3,2,1.504,1,1,316832,318336,320859,0.184349759716429,0.648283487399012,0.506716240762103,0.815650240283571,0.843153824895533
