block	trial	vStim	aStim	match	resp	rt	fb	iti	feedJitter	vFile	aFile	stimOnset	respOnset	feedbackOnset
Block2	LR

2	1	2	2	1	2	1269	0	1556	1388	ჺ	norm_i.wav	15749	17018	19184
2	2	1	1	1	2	1069	0	2361	1353	Ⴉ	norm_g.wav	23610	24679	27022
2	3	3	3	1	2	1169	0	1426	1490	Ⴐ	norm_r.wav	30514	31683	34031
2	4	1	3	0	2	957	1	1464	1931	Ⴉ	norm_r.wav	37541	38498	41561
2	5	3	2	0	2	1041	1	1903	1760	Ⴐ	norm_i.wav	45502	46543	49312
2	6	1	3	0	2	1192	1	1396	1067	Ⴉ	norm_r.wav	52785	53977	55908
2	7	2	1	0	2	931	1	1020	1101	ჺ	norm_g.wav	58997	59928	62147
2	8	1	1	1	1	1179	1	2050	1143	Ⴉ	norm_g.wav	66249	67428	69445
2	9	2	2	1	1	769	1	1103	940	ჺ	norm_i.wav	72591	73360	75580
2	10	1	3	0	2	1038	1	2094	1412	Ⴉ	norm_r.wav	79736	80774	83208
2	11	3	2	0	2	785	1	2062	1696	Ⴐ	norm_i.wav	87327	88112	91081
2	12	2	1	0	2	838	1	2480	1896	ჺ	norm_g.wav	95634	96472	99587
2	13	1	3	0	2	934	1	2420	1262	Ⴉ	norm_r.wav	104081	105015	107393
2	14	3	3	1	1	1149	1	1728	2328	Ⴐ	norm_r.wav	111178	112327	115581
2	15	2	1	0	2	821	1	2856	2163	ჺ	norm_g.wav	120530	121351	124907
2	16	1	1	1	1	1049	1	2370	1076	Ⴉ	norm_g.wav	129334	130383	132477
2	17	3	3	1	1	909	1	2152	1435	Ⴐ	norm_r.wav	136705	137614	140242
2	18	1	1	1	1	938	1	2718	1667	Ⴉ	norm_g.wav	145027	145965	148747
2	19	3	3	1	1	999	1	931	1433	Ⴐ	norm_r.wav	151764	152763	155285
2	20	2	1	0	2	1182	1	2677	1592	ჺ	norm_g.wav	160031	161213	163700
2	21	3	2	0	2	799	1	3293	2009	Ⴐ	norm_i.wav	169054	169853	173107
2	22	2	1	0	2	900	1	1580	1205	ჺ	norm_g.wav	176782	177682	180043
2	23	1	1	1	1	815	1	1667	871	Ⴉ	norm_g.wav	183774	184589	186698
2	24	3	2	0	2	1074	1	1700	1654	Ⴐ	norm_i.wav	190546	191620	194286
2	25	2	2	1	1	811	1	2245	2176	ჺ	norm_i.wav	198580	199391	202814
2	26	3	3	1	1	1053	1	1901	834	Ⴐ	norm_r.wav	206792	207845	209695
2	27	2	2	1	1	802	1	1781	535	ჺ	norm_i.wav	213544	214346	216135
2	28	1	3	0	2	915	1	1033	1726	Ⴉ	norm_r.wav	219218	220133	222997
2	29	3	2	0	2	826	1	2052	1483	Ⴐ	norm_i.wav	227109	227935	230643
2	30	2	2	1	1	715	1	1959	775	ჺ	norm_i.wav	234722	235437	237541
