block	trial	vStim	aStim	match	resp	rt	fb	iti	feedJitter	vFile	aFile	stimOnset	respOnset	feedbackOnset
Block1	LR

1	1	2	2	1	0	0	2	3043	1483	Խ	norm_a.wav	13416	0	16994
1	2	3	2	0	1	1140	0	2685	775	Դ	norm_a.wav	21732	22872	24609
1	3	2	1	0	1	1486	0	3221	1101	Խ	norm_b.wav	29924	31410	33075
1	4	1	3	0	1	1311	0	3569	1490	Ⴔ	norm_h.wav	39129	40440	42671
1	5	3	3	1	1	1025	1	2608	1388	Դ	norm_h.wav	47325	48350	50775
1	6	2	2	1	2	1272	0	2548	834	Խ	norm_a.wav	55388	56660	58277
1	7	1	1	1	1	1553	1	2301	1076	Ⴔ	norm_b.wav	62647	64200	65775
1	8	2	2	1	1	1303	1	3082	871	Խ	norm_a.wav	70933	72236	73860
1	9	1	1	1	1	1143	1	2863	1433	Ⴔ	norm_b.wav	78787	79930	82295
1	10	2	1	0	2	933	1	3332	1667	Խ	norm_b.wav	87680	88613	91436
1	11	1	1	1	1	906	1	4089	2009	Ⴔ	norm_b.wav	97577	98483	101635
1	12	3	3	1	1	1042	1	2720	940	Դ	norm_h.wav	106416	107458	109406
1	13	2	2	1	1	1070	1	3282	1592	Խ	norm_a.wav	114751	115821	118398
1	14	3	2	0	2	796	1	3164	535	Դ	norm_a.wav	123606	124402	126248
1	15	2	1	0	2	1463	1	3057	1896	Խ	norm_b.wav	131422	132885	135365
1	16	3	3	1	1	1317	1	3052	1654	Դ	norm_h.wav	140491	141808	144197
1	17	1	1	1	1	647	1	3788	2163	Ⴔ	norm_b.wav	150050	150697	154280
1	18	3	2	0	2	1162	1	2873	1435	Դ	norm_a.wav	159227	160389	162709
1	19	1	3	0	2	773	1	3374	1143	Ⴔ	norm_h.wav	168151	168924	171357
1	20	3	3	1	1	1098	1	2698	1353	Դ	norm_h.wav	176098	177196	179507
1	21	1	3	0	2	778	1	2398	1760	Ⴔ	norm_h.wav	183955	184733	187770
1	22	2	1	0	2	967	1	3162	1262	Խ	norm_b.wav	193058	194025	196379
1	23	3	3	1	1	1318	1	2990	1067	Դ	norm_h.wav	201727	203045	204841
1	24	2	2	1	1	1070	1	2286	1696	Խ	norm_a.wav	209196	210266	212942
1	25	1	1	1	1	755	1	2097	1931	Ⴔ	norm_b.wav	217113	217868	221100
1	26	2	1	0	2	813	1	3929	2328	Խ	norm_b.wav	227085	227898	231472
1	27	3	2	0	2	952	1	2872	1412	Դ	norm_a.wav	236436	237388	239896
1	28	1	3	0	2	743	1	1752	1205	Ⴔ	norm_h.wav	243722	244465	246978
1	29	3	2	0	2	738	1	3440	2176	Դ	norm_a.wav	252482	253220	256706
1	30	1	3	0	2	930	1	2760	1726	Ⴔ	norm_h.wav	262110	263040	265880
