subjID,block,trial,vStim,aStim,match,choice,rt,fb,iti,feedJitter,vFile,aFile,stimOnset,choice,feedbackOnset
6,3,3,3,4,0,2,973,1,3082,1101,<U+0583>,norm_äu.wav,23806,24779,26945
6,3,4,1,1,1,2,1770,0,3440,1654,<U+1209>,norm_u.wav,32413,34183,36103
6,3,6,1,2,0,1,1011,0,2760,1143,<U+1209>,norm_m.wav,49334,50345,52517
6,3,7,4,4,1,1,1139,1,3164,2163,<U+10A9>,norm_äu.wav,57720,58859,61928
6,3,8,2,1,0,1,1635,0,3929,1726,<U+1206>,norm_u.wav,67889,69524,71660
6,3,10,2,1,0,2,1365,1,2398,1369,<U+1206>,norm_u.wav,84190,85555,87587
6,3,11,4,4,1,1,911,1,3282,1262,<U+10A9>,norm_äu.wav,92914,93825,96209
6,3,12,3,3,1,1,1085,1,3332,1667,<U+0583>,norm_e.wav,101586,102671,105290
6,3,13,4,3,0,2,781,1,2301,535,<U+10A9>,norm_e.wav,109622,110403,112194
6,3,14,2,1,0,1,953,0,3052,1353,<U+1206>,norm_u.wav,117288,118241,120674
6,3,15,3,4,0,2,1165,1,3788,940,<U+0583>,norm_äu.wav,126504,127669,129488
6,3,16,1,2,0,1,1290,0,2685,1388,<U+1209>,norm_m.wav,134202,135492,137633
6,3,17,3,4,0,2,963,1,3057,1896,<U+0583>,norm_äu.wav,142734,143697,146675
6,3,18,2,1,0,2,1627,1,3162,2009,<U+1206>,norm_u.wav,151870,153497,155908
6,3,19,1,1,1,1,1305,1,2990,2328,<U+1209>,norm_u.wav,160942,162247,165311
6,3,21,3,3,1,2,1252,0,2863,871,<U+0583>,norm_e.wav,178060,179312,180975
6,3,22,1,1,1,2,1261,0,3569,775,<U+1209>,norm_u.wav,186588,187849,189394
6,3,23,2,2,1,2,1551,0,4089,2176,<U+1206>,norm_m.wav,195517,197068,199738
6,3,24,1,1,1,1,1587,1,3269,1433,<U+1209>,norm_u.wav,205044,206631,208506
6,3,25,4,3,0,2,795,1,2286,1931,<U+10A9>,norm_e.wav,212825,213620,216791
6,3,26,2,2,1,1,1031,1,2548,1696,<U+1206>,norm_m.wav,221372,222403,225107
6,3,27,4,4,1,1,1097,1,3374,1435,<U+10A9>,norm_äu.wav,230518,231615,233984
6,3,28,1,2,0,2,1226,1,3043,834,<U+1209>,norm_m.wav,239058,240284,241934
6,3,29,4,3,0,2,965,1,2720,1769,<U+10A9>,norm_e.wav,246682,247647,250496
6,3,30,1,2,0,1,1293,0,1752,1205,<U+1209>,norm_m.wav,254283,255576,257523
6,3,31,4,3,0,2,1019,1,2872,1592,<U+10A9>,norm_e.wav,262425,263444,266052
6,3,32,3,3,1,1,1529,1,3221,1760,<U+0583>,norm_e.wav,271308,272837,275109
6,4,1,3,4,0,1,1162,0,3082,834,<U+1250>,norm_o.wav,8093,9255,10957
6,4,2,1,2,0,1,1083,0,3282,1726,<U+10B5>,norm_l.wav,16285,17368,20044
6,4,3,2,1,0,1,1332,0,2720,1412,<U+10AF>,norm_ei.wav,24807,26139,28264
6,4,4,4,4,1,1,1078,1,3440,1490,<U+10D6>,norm_o.wav,33741,34819,37266
6,4,5,1,1,1,1,1224,1,3569,1076,<U+10B5>,norm_ei.wav,42865,44089,45972
6,4,6,3,4,0,1,1101,0,2286,1654,<U+1250>,norm_o.wav,50294,51395,53982
6,4,7,4,3,0,2,881,1,3374,1143,<U+10D6>,norm_ü.wav,59399,60280,62573
6,4,8,1,1,1,1,1230,1,2097,1388,<U+10B5>,norm_ei.wav,66709,67939,70142
6,4,9,2,2,1,1,1213,1,3043,1369,<U+10AF>,norm_l.wav,75229,76442,78639
6,4,10,1,2,0,2,903,1,3332,2009,<U+10B5>,norm_l.wav,84015,84918,88061
6,4,11,3,3,1,1,1213,1,3057,1435,<U+1250>,norm_ü.wav,93163,94376,96643
6,4,12,2,2,1,2,1680,0,2698,2176,<U+10AF>,norm_l.wav,101373,103053,105580
6,4,13,3,4,0,2,1331,1,2872,940,<U+1250>,norm_o.wav,110489,111820,113464
6,4,14,2,1,0,2,1612,1,2608,2328,<U+10AF>,norm_ei.wav,118101,119713,122461
6,4,15,3,4,0,2,1228,1,2685,1696,<U+1250>,norm_o.wav,127191,128419,130931
6,4,16,4,4,1,1,1085,1,3221,535,<U+10D6>,norm_o.wav,136189,137274,138766
6,4,17,1,1,1,1,1019,1,2990,1896,<U+10B5>,norm_ei.wav,143798,144817,147736
6,4,18,4,4,1,1,1016,1,3164,871,<U+10D6>,norm_o.wav,152933,153949,155849
6,4,19,3,3,1,1,774,1,3052,1262,<U+1250>,norm_ü.wav,160945,161719,164240
6,4,20,2,1,0,2,1288,1,2863,1760,<U+10AF>,norm_ei.wav,169147,170435,172951
6,4,21,3,3,1,1,1145,1,2760,1769,<U+1250>,norm_ü.wav,177755,178900,181565
6,4,22,4,3,0,2,1170,1,2869,1931,<U+10D6>,norm_ü.wav,186469,187639,190438
6,4,23,1,1,1,1,1901,1,2398,1205,<U+10B5>,norm_ei.wav,194869,196770,198103
6,4,24,4,3,0,2,1070,1,4089,1067,<U+10D6>,norm_ü.wav,204222,205292,207334
6,4,25,1,2,0,2,1045,1,2301,1101,<U+10B5>,norm_l.wav,211679,212724,214817
6,4,26,2,1,0,2,1166,1,1752,1667,<U+10AF>,norm_ei.wav,218597,219763,222298
6,4,27,4,4,1,1,1190,1,3269,2163,<U+10D6>,norm_o.wav,227598,228788,231790
6,4,28,3,3,1,1,1442,1,3162,775,<U+1250>,norm_ü.wav,236985,238427,239789
6,4,30,4,3,0,2,909,1,3929,1433,<U+10D6>,norm_ü.wav,253965,254874,257443
6,4,31,2,2,1,1,949,1,2873,1353,<U+10AF>,norm_l.wav,262349,263298,265736
6,4,32,1,2,0,2,990,1,3788,1483,<U+10B5>,norm_l.wav,271567,272557,275093
