block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	8_3	3	1	1102	0	2301	1510	hc	a_uml.wav	7352	8454	10889
2	2	1_2	2	1	1157	0	3050	2175	ab	u.wav	15985	17142	20176
2	3	7_1	1	1	1095	0	2863	1823	ga	i.wav	25078	26173	28927
2	4	4_5	5	1	1579	0	3043	1850	de	o.wav	34005	35584	37896
2	5	3_2	2	2	812	1	2548	1588	cb	u.wav	42470	43282	46096
2	6	1_6	1	1	1158	1	3374	1869	af	i.wav	51492	52650	55373
2	7	4_3	4	1	1220	1	1752	1989	dc	a_low.wav	59168	60388	63173
2	8	7_2	2	2	915	1	3569	1124	gb	u.wav	68754	69669	71890
2	9	5_8	5	1	1770	1	3057	1642	eh	o.wav	76971	78741	80640
2	10	6_3	3	2	611	1	2316	2304	fc	a_uml.wav	84976	85587	89302
2	11	6_2	2	2	737	1	3271	1211	fb	u.wav	94589	95326	97827
2	12	3_5	3	1	1227	1	2516	2011	ce	a_uml.wav	102368	103595	106413
2	13	1_8	1	1	903	1	4089	1626	ah	i.wav	112527	113430	116179
2	14	3_4	3	1	783	1	2760	2016	cd	a_uml.wav	120958	121741	124996
2	15	4_6	4	1	838	1	2608	2140	df	a_low.wav	129624	130462	133778
2	16	4_2	2	2	944	1	3929	1857	db	u.wav	139728	140672	143611
2	17	5_4	4	1	1141	0	3162	1933	ed	a_low.wav	148792	149933	152736
2	18	2_5	5	1	779	0	3332	2168	be	o.wav	158082	158861	162269
2	19	5_3	3	2	906	1	3164	1861	ec	a_uml.wav	167461	168367	171348
2	20	3_5	5	1	1202	0	3788	1584	ce	o.wav	177152	178354	180760
2	21	6_1	1	2	982	1	1892	1982	fa	i.wav	184678	185660	188679
2	22	4_7	4	1	1213	1	2192	998	dg	a_low.wav	192889	194102	195926
2	23	3_8	3	1	1079	1	3052	2260	ch	a_uml.wav	201002	202081	205294
2	24	1_5	1	1	1086	1	3082	2358	ae	i.wav	210401	211487	214779
2	25	2_3	2	1	798	1	2443	1421	bc	u.wav	219238	220036	222678
2	26	5_2	5	1	1784	1	2872	1733	eb	o.wav	227561	229345	231328
2	27	8_2	2	2	786	1	2398	1333	hb	u.wav	235744	236530	239106
2	28	3_1	1	2	919	1	2286	2258	ca	i.wav	243419	244338	247693
2	29	6_5	5	2	1210	1	2698	2704	fe	o.wav	252418	253628	257152
2	30	1_3	1	1	696	1	3440	1600	ac	i.wav	262618	263314	266235
2	31	4_2	4	1	795	1	2874	2350	db	a_low.wav	271136	271931	275501
2	32	5_7	5	1	1092	1	2274	2509	eg	o.wav	279799	280891	284336
2	33	6_4	4	2	1253	1	2873	2563	fd	a_low.wav	289233	290486	293830
2	34	2_8	2	1	735	1	3221	1968	bh	u.wav	299075	299810	303066
2	35	8_4	4	2	1048	1	2990	2482	hd	a_low.wav	308071	309119	312575
2	36	5_6	5	1	926	1	3015	2549	ef	o.wav	317607	318533	322171
2	37	1_3	3	2	971	1	2685	2253	ac	a_uml.wav	326877	327848	331156
2	38	1_2	1	1	1052	1	2720	1426	ab	i.wav	335890	336942	339342
2	39	3_6	3	1	973	1	3282	1346	cf	a_uml.wav	344647	345620	348009
2	40	2_4	4	2	1078	1	2097	2675	bd	a_low.wav	352120	353198	356822
