block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	2	1726	0	2813	2244	ac	norm_s.wav	21634	23360	25946
1	2	2_3	3	2	1695	1	3272	1580	bc	norm_a.wav	31260	32955	34884
1	3	2_1	1	1	1985	0	2484	2677	ba	norm_s.wav	39407	41392	44132
1	4	2_1	1	2	1663	1	3185	2718	ba	norm_s.wav	49343	51006	54091
1	5	1_3	3	2	1898	1	2128	2549	ac	norm_a.wav	58254	60152	62857
1	6	3_1	3	1	987	1	2776	1823	ca	norm_a.wav	67670	68657	71515
1	7	2_3	2	1	1622	1	2659	3454	bc	norm_d.wav	76221	77843	81698
1	8	2_3	2	1	1119	1	2538	930	bc	norm_d.wav	86268	87387	89225
1	9	1_2	2	2	1508	1	3050	2140	ab	norm_d.wav	94314	95822	98503
1	10	1_3	1	1	1630	1	2387	2480	ac	norm_s.wav	102920	104550	107428
1	11	3_2	2	2	1316	1	2122	1863	cb	norm_d.wav	111589	112905	115479
1	12	1_2	1	1	1369	1	1943	2689	ab	norm_s.wav	119461	120830	124173
1	13	3_1	3	1	1234	1	3054	974	ca	norm_a.wav	129257	130491	132276
1	14	2_1	2	1	1443	1	2067	1902	ba	norm_d.wav	136371	137814	140321
1	15	3_2	2	2	1050	1	2662	1019	cb	norm_d.wav	145017	146067	148090
1	16	3_2	3	1	1035	1	2656	1765	cb	norm_a.wav	152779	153814	156587
1	17	2_3	3	2	1140	1	2542	2350	bc	norm_a.wav	161166	162306	165540
1	18	1_2	2	2	1035	1	3058	1470	ab	norm_d.wav	170634	171669	174128
1	19	1_3	3	2	1379	1	2068	2412	ac	norm_a.wav	178228	179607	182688
1	20	3_2	3	1	981	1	2685	2016	cb	norm_a.wav	187397	188378	191460
1	21	3_1	1	1	1183	0	1644	1901	ca	norm_s.wav	195140	196323	199079
1	22	3_1	1	2	1229	1	2496	2253	ca	norm_s.wav	203610	204839	207899
1	23	2_1	2	1	1159	1	2448	2062	ba	norm_d.wav	212381	213540	216476
1	24	1_2	1	1	1190	1	2516	1211	ab	norm_s.wav	221016	222206	224260
1	25	2_3	2	1	1178	1	3046	2855	bc	norm_d.wav	229331	230509	234238
1	26	3_2	3	1	1278	1	2417	1588	cb	norm_a.wav	238686	239964	242306
1	27	1_3	1	1	1615	1	1754	1396	ac	norm_s.wav	246092	247707	249515
1	28	2_1	1	2	1121	1	1892	2151	ba	norm_s.wav	253431	254552	257621
1	29	3_2	2	2	1222	1	3266	2369	cb	norm_d.wav	262923	264145	267324
1	30	2_3	3	2	1347	1	2379	1861	bc	norm_a.wav	271737	273084	275634
1	31	1_3	3	2	1047	1	1955	1699	ac	norm_a.wav	279614	280661	283340
1	32	1_2	1	1	1285	1	2115	1463	ab	norm_s.wav	287492	288777	290988
