block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	0	0	2	2813	1765	ac	norm_d.wav	22879	0	26669
1	2	2_3	3	1	455	0	3050	2480	bc	norm_a.wav	31758	32213	36275
1	3	2_1	1	1	1892	0	2484	930	ba	norm_d.wav	40784	42676	43750
1	4	2_1	1	2	1279	1	2448	1580	ba	norm_d.wav	48221	49500	51823
1	5	1_3	3	2	1633	1	3054	1396	ac	norm_a.wav	56901	58534	60330
1	6	3_1	3	1	1222	1	2067	1588	ca	norm_a.wav	64422	65644	68062
1	7	2_3	2	1	1611	1	2659	1902	bc	norm_s.wav	72754	74365	76684
1	8	2_3	2	1	1362	1	2685	2140	bc	norm_s.wav	81404	82766	85579
1	9	1_2	2	2	1161	1	1644	1699	ab	norm_s.wav	89254	90415	92995
1	10	1_3	1	2	1406	0	3272	974	ac	norm_d.wav	98306	99712	101328
1	11	3_2	2	2	1573	1	3266	1901	cb	norm_s.wav	106624	108197	110563
1	12	1_2	1	1	2015	1	1955	2412	ab	norm_d.wav	114554	116569	119014
1	13	3_1	3	1	1324	1	2496	1861	ca	norm_a.wav	123536	124860	127421
1	14	2_1	2	1	924	1	1943	2244	ba	norm_s.wav	131390	132314	135661
1	15	3_2	2	2	1318	1	2538	2677	cb	norm_s.wav	140226	141544	144935
1	16	3_2	3	2	1281	0	2417	1823	cb	norm_a.wav	149380	150661	153239
1	17	2_3	3	2	1036	1	3058	2369	bc	norm_a.wav	158329	159365	162727
1	18	1_2	2	2	1683	1	2776	1863	ab	norm_s.wav	167538	169221	171429
1	19	1_3	3	2	1297	1	1892	1211	ac	norm_a.wav	175345	176642	178584
1	20	3_2	3	1	1347	1	2115	2350	cb	norm_a.wav	182725	184072	187113
1	21	3_1	1	1	1600	0	1754	2718	ca	norm_d.wav	190905	192505	195655
1	22	3_1	1	2	1594	1	2387	1463	ca	norm_d.wav	200078	201672	203574
1	23	2_1	2	1	1077	1	2122	2062	ba	norm_s.wav	207721	208798	211813
1	24	1_2	1	1	1348	1	3046	2855	ab	norm_d.wav	216885	218233	221765
1	25	2_3	3	2	1720	1	2128	2151	bc	norm_a.wav	225926	227646	230119
1	26	1_3	3	2	1451	1	2516	2253	ac	norm_a.wav	234671	236122	238978
1	27	1_2	1	1	1768	1	2662	1019	ab	norm_d.wav	243675	245443	246719
1	28	1_2	2	2	1130	1	2068	2016	ab	norm_s.wav	250822	251952	254889
1	29	3_1	1	0	0	2	2379	3454	ca	norm_d.wav	259306	0	264785
1	30	2_1	2	1	1613	1	3185	2689	ba	norm_s.wav	270004	271617	274729
1	31	3_2	3	1	1914	1	2542	1470	cb	norm_a.wav	279303	281217	282818
1	32	2_3	3	2	1327	1	2656	2549	bc	norm_a.wav	287508	288835	292088
