block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	0	0	2	2484	1902	ac	norm_d.wav	17441	0	21371
1	2	2_3	3	1	1651	0	2516	2855	bc	norm_s.wav	25921	27572	30808
1	3	2_1	1	2	1123	1	2448	2718	ba	norm_d.wav	35287	36410	40040
1	4	2_1	1	2	1304	1	2115	1765	ba	norm_d.wav	44189	45493	47988
1	5	1_3	3	1	1167	0	2813	1580	ac	norm_s.wav	52839	54006	56454
1	6	3_1	3	2	999	0	2122	3454	ca	norm_s.wav	60615	61614	66096
1	7	2_3	2	2	1986	0	3050	1699	bc	norm_a.wav	71178	73164	74909
1	8	2_3	2	0	0	2	3054	2549	bc	norm_a.wav	80000	0	84577
1	9	1_2	2	1	1139	0	2662	2689	ab	norm_a.wav	89276	90415	94019
1	10	1_3	1	2	1099	0	2417	1463	ac	norm_d.wav	98466	99565	101961
1	11	3_2	2	0	0	2	1943	2253	cb	norm_a.wav	105943	0	110235
1	12	1_2	1	2	1261	0	2387	1211	ab	norm_d.wav	114655	115916	117894
1	13	3_1	3	0	0	2	3272	2062	ca	norm_s.wav	123191	0	127280
1	14	2_1	2	1	1923	1	2379	1019	ba	norm_a.wav	131700	133623	134755
1	15	3_2	2	1	1162	0	2128	1470	cb	norm_a.wav	138916	140078	142424
1	16	3_2	3	2	1878	0	1955	2480	cb	norm_s.wav	146411	148289	150918
1	17	2_3	3	1	1645	0	2656	1588	bc	norm_s.wav	155614	157259	159228
1	18	1_2	2	0	0	2	2776	1901	ab	norm_a.wav	164035	0	167959
1	19	1_3	3	0	0	2	3046	1396	ac	norm_s.wav	173040	0	176472
1	20	3_2	3	2	1219	0	2659	2350	cb	norm_s.wav	181170	182389	185560
1	21	3_1	1	0	0	2	3185	1861	ca	norm_d.wav	190786	0	194673
1	22	3_1	1	2	1263	1	2067	2369	ca	norm_d.wav	198787	200050	203198
1	23	2_1	2	1	1274	1	1644	2677	ba	norm_a.wav	206898	208172	211641
1	24	1_2	1	2	848	0	2068	2412	ab	norm_d.wav	215757	216605	220211
1	25	2_3	2	1	913	1	2685	1823	bc	norm_a.wav	224958	225871	228840
1	26	3_2	3	1	1533	1	3058	2016	cb	norm_s.wav	233949	235482	238017
1	27	1_3	1	2	1331	0	2542	2140	ac	norm_d.wav	242618	243949	246809
1	28	2_1	1	1	1582	0	1754	1863	ba	norm_d.wav	250598	252180	254500
1	29	3_2	2	2	896	1	2538	974	cb	norm_a.wav	259100	259996	262129
1	30	2_3	3	1	1628	0	3266	930	bc	norm_s.wav	267425	269053	270403
1	31	1_3	3	0	0	2	2496	2244	ac	norm_s.wav	274940	0	279218
1	32	1_2	1	2	1072	0	1892	2151	ab	norm_d.wav	283152	284224	287343
